"cluster","median.target","median.matched","pval","comparison","FDR","significant","cluster.dynamics"
"c10.3R.1_5",0.0111622666666667,0.000687066666666666,1.77014262817615e-30,"2_4",6.80398572705208e-30,"yes","positive"
"c6.3L.1_5",0.00781845833333333,-0.000367466666666663,9.05994205165123e-08,"2_4",1.41059857259886e-07,"yes","positive"
"c17.2L.1_5",0.0108553333333333,0.003248,3.68668742513126e-12,"2_4",6.97634697370992e-12,"yes","positive"
"c9.X.1_5",0.00539963333333333,-0.00186656666666667,0.000159921854997819,"2_4",0.000209259448560976,"yes","positive"
"c11.3R.1_5",0.00497971666666666,0.00120754166666666,0.00466538766567503,"2_4",0.00568161072156464,"yes","positive"
"c7.3L.1_5",0.0100997833333333,0.000725449999999999,1.93572344758462e-97,"2_4",2.16449076411735e-96,"yes","positive"
"c18.2L.1_5",0.0234367666666667,0.00310011666666667,6.70384972947375e-248,"2_4",2.06143379181318e-246,"yes","positive"
"c15.2R.1_5",0.024398,0.00235238333333333,2.30139134759255e-15,"2_4",4.96616027638392e-15,"yes","positive"
"c12.3R.1_5",0.000705163333333335,0.00125966666666671,0.720422372630875,"2_4",0.738432931946647,"no","neutral"
"c19.2L.1_5",0.00908366666666671,0.00313228333333333,3.38225995365697e-11,"2_4",6.30330264090617e-11,"yes","positive"
"c20.2L.1_5",0.0182320333333333,0.00214065,1.56453603305233e-175,"2_4",2.74911331522052e-174,"yes","positive"
"c16.2R.1_5",0.00605848333333334,0.000506833333333345,2.55425271416311e-07,"2_4",3.77043176740973e-07,"yes","positive"
"c8.3L.1_5",0.0197826666666666,0.00074801666666667,3.24886915996322e-19,"2_4",8.68719362337992e-19,"yes","positive"
"c10.X.1_5",0.00821138333333334,0.000117999999999951,0.00474946886614921,"2_4",0.00572730069153287,"yes","positive"
"c11.X.1_5",0.00530475833333333,0.00129355,0.000227777910554404,"2_4",0.00029184044789783,"yes","positive"
"c9.3L.1_5",0.00794745,0.000325166666666654,3.73044416790996e-11,"2_4",6.84842735302873e-11,"yes","positive"
"c17.2R.1_5",0.00472316666666666,0.00366191666666668,0.505788686771742,"2_4",0.522789987167431,"no","neutral"
"c10.3L.1_5",0.00521086666666667,0.00312318333333333,0.0942784779702557,"2_4",0.104470745858932,"no","neutral"
"c11.3L.1_5",0.00949981666666667,0.000834166666666664,1.57569038164183e-19,"2_4",4.40477083958966e-19,"yes","positive"
"c18.2R.1_5",0.0139938333333333,0.000462083333333335,0.000197693475069174,"2_4",0.000255961025615878,"yes","positive"
"c13.3R.1_5",0.0116419583333333,-0.000418250000000011,4.38098576429173e-07,"2_4",6.33954410597509e-07,"yes","positive"
"c19.2R.1_5",0.0133361916666667,-0.0017471,5.43979170978353e-07,"2_4",7.78016721282993e-07,"yes","positive"
"c21.2L.1_5",0.000884833333333377,0.00239555833333333,0.279405382070369,"2_4",0.301463701707503,"no","neutral"
"c20.2R.1_5",0.00826180833333333,0.000204091666666667,1.15493753081732e-09,"2_4",1.97301828181292e-09,"yes","positive"
"c14.3R.1_5",0.00387033333333331,-0.00014348333333334,1.86418550646268e-18,"2_4",4.77697536031062e-18,"yes","positive"
"c12.3L.1_5",0.006501225,-0.000527166666666634,4.85757129270086e-05,"2_4",6.63868076669118e-05,"yes","positive"
"c13.3L.1_5",0.01015025,0.00012609,1.45732160789789e-08,"2_4",2.32792932170702e-08,"yes","positive"
"c22.2L.1_5",0.0152078333333333,0.00378053333333333,2.0377368282062e-15,"2_4",4.47574339052433e-15,"yes","positive"
"c21.2R.1_5",0.0115262499999999,6.94549999999943e-05,2.28636534482974e-17,"2_4",5.30609315875581e-17,"yes","positive"
"c14.3L.1_5",0.00243468333333333,0.000719953333333332,0.0214346853289933,"2_4",0.0246398719202446,"yes","positive"
"c23.2L.1_5",0.00362701666666664,0.00427525000000001,0.10578991706141,"2_4",0.115151856624367,"no","neutral"
"c15.3L.1_5",0.00589620000000004,9.72358333333289e-05,0.0297817431141492,"2_4",0.0339180963244477,"yes","positive"
"c16.3L.1_5",0.00746813333333333,-0.000930899999999995,1.2687926465249e-10,"2_4",2.29502199297886e-10,"yes","positive"
"c24.2L.1_5",0.0194328333333333,0.00336916666666676,1.26191405153299e-08,"2_4",2.0423082676126e-08,"yes","positive"
"c17.3L.1_5",0.00935350000000001,0.00231286666666667,1.63235913049797e-07,"2_4",2.47876756853395e-07,"yes","positive"
"c25.2L.1_5",0.0140488333333333,0.00220910833333332,1.05789538022075e-256,"2_4",4.33737105890508e-255,"yes","positive"
"c18.3L.1_5",0.000715000000000021,0.00157188333333334,0.0481145894731253,"2_4",0.0542944450017836,"no","neutral"
"c22.2R.1_5",0.0158224666666666,-0.00269175833333332,3.91757468929918e-13,"2_4",7.64859820291745e-13,"yes","positive"
"c23.2R.1_5",0.0128411666666667,0.000605833333333333,3.90257242138471e-23,"2_4",1.23081130212902e-22,"yes","positive"
"c15.3R.1_5",-0.000705844999999998,-0.000951,0.427811212929882,"2_4",0.445938806698097,"no","neutral"
"c16.3R.1_5",0.00560266666666667,0.000812158333333368,1.09527870179385e-27,"2_4",3.74220223112899e-27,"yes","positive"
"c24.2R.1_5",0.01353975,-0.00158416666666667,6.42472658068319e-10,"2_4",1.11301601327328e-09,"yes","positive"
"c12.X.1_5",0.00120284999999999,-0.000319266666666666,0.351108656604696,"2_4",0.372296247951531,"no","neutral"
"c26.2L.1_5",0.00870894999999999,0.00189033333333333,4.42153416976906e-19,"2_4",1.15712489974807e-18,"yes","positive"
"c13.X.1_5",0.00288033333333334,-0.000464233333333335,0.0192488156461656,"2_4",0.0223358898535695,"yes","positive"
"c19.3L.1_5",0.0117857666666667,0.000216624999999998,2.38639617761964e-53,"2_4",1.12894896095083e-52,"yes","positive"
"c17.3R.1_5",0.0153891666666666,0.00159050833333331,9.51045847108048e-18,"2_4",2.29369880773117e-17,"yes","positive"
"c18.3R.1_5",0.0160745833333333,0.000838583333333309,4.59302904217558e-92,"2_4",4.34571209375074e-91,"yes","positive"
"c25.2R.1_5",0.0240679333333334,0.00278500000000001,4.80948990507966e-32,"2_4",1.90828147846709e-31,"yes","positive"
"c26.2R.1_5",0.013566325,0.000531408333333332,2.03586811529218e-238,"2_4",5.00823556361876e-237,"yes","positive"
"c27.2L.1_5",0.0118628333333333,0.000909000000000021,1.4107915754716e-09,"2_4",2.37708717510968e-09,"yes","positive"
"c19.3R.1_5",0.0160882499999999,-0.00116925000000001,1.36886221620292e-13,"2_4",2.71564600956386e-13,"yes","positive"
"c28.2L.1_5",0.0177693333333334,0.00245599999999999,1.11085076127115e-216,"2_4",2.27724406060586e-215,"yes","positive"
"c20.3L.1_5",0.00611716666666662,0.00152896666666667,0.000140814714747916,"2_4",0.000186238816279502,"yes","positive"
"c21.3L.1_5",0.00228114166666668,0.000650666666666661,0.0957711112913726,"2_4",0.105177202578918,"no","neutral"
"c27.2R.1_5",0.0113654833333333,0.000966916666666596,1.124582615946e-17,"2_4",2.66007041848765e-17,"yes","positive"
"c14.X.1_5",0.0356333333333334,0.00177008333333337,2.05975550908142e-19,"2_4",5.62999839148921e-19,"yes","positive"
"c22.3L.1_5",0.0111985166666667,0.000864849999999996,6.6837573663774e-97,"2_4",6.85085130053684e-96,"yes","positive"
"c29.2L.1_5",0.00608048333333332,0.00132016666666667,3.31154218947124e-09,"2_4",5.50432012574274e-09,"yes","positive"
"c15.X.1_5",0.00283048333333333,0.000375000000000014,6.14846428861661e-10,"2_4",1.08037301071406e-09,"yes","positive"
"c20.3R.1_5",0.011886,0.000166000000000027,8.84583099635508e-112,"2_4",1.20893023616853e-110,"yes","positive"
"c30.2L.1_5",-0.00191439999999999,0.00281970083333334,0.00276391815058513,"2_4",0.00343395891436334,"no","neutral"
"c16.X.1_5",0.0115065833333333,0.00102800833333332,4.09836649659912e-30,"2_4",1.52757296691422e-29,"yes","positive"
"c21.3R.1_5",0.015029025,0.000510616666666665,4.67197642682527e-260,"2_4",2.87326550249754e-258,"yes","positive"
"c31.2L.1_5",0.009170275,0.00373173333333332,4.0666932692904e-14,"2_4",8.20005364135605e-14,"yes","positive"
"c22.3R.1_5",0.0115175,0.000662549999999998,1.05994615335498e-68,"2_4",6.51866884313313e-68,"yes","positive"
"c23.3R.1_5",0.00782883333333334,0.000899933333333325,8.77565155502344e-33,"2_4",3.72208669402718e-32,"yes","positive"
"c24.3R.1_5",0.0136526158333334,0.000317666666666675,4.89688703102488e-28,"2_4",1.72090601376017e-27,"yes","positive"
"c25.3R.1_5",0.0134925666666667,0.000400999999999985,1.21528985182799e-309,"2_4",1.49480651774843e-307,"yes","positive"
"c26.3R.1_5",0.00116881666666667,-0.000342133333333335,0.076550293299993,"2_4",0.0855971461445376,"no","neutral"
"c27.3R.1_5",0.000537693333333334,0.000133000000000022,0.00340771405951846,"2_4",0.00419148829320771,"yes","positive"
"c1.2L.1_5",-0.0142656666666667,0.00125079,7.99510709811758e-08,"4_5",2.45849543267116e-07,"yes","negative"
"c1.3R.1_5",0.00667943333333333,9.60333333333285e-05,3.98150062135184e-12,"4_5",1.88355606317799e-11,"yes","positive"
"c1.X.1_5",0.0231010833333333,0.00266041666666667,2.36195804208432e-39,"4_5",9.68402797254571e-38,"yes","positive"
"c1.3L.1_5",0.0056304605,0.00112353333333334,0.57733359323423,"4_5",0.657518814516762,"no","neutral"
"c1.2R.1_5",0.0108914333333333,0.0013165,2.13615633764978e-105,"4_5",2.62747229530923e-103,"yes","positive"
"c2.3L.1_5",0.0192689333333333,0.00214425,0.126937148473948,"4_5",0.183685520732889,"no","neutral"
"c2.3R.1_5",0.00499750000000002,0.000778483333333344,1.27999734446773e-26,"4_5",1.7493297041059e-25,"yes","positive"
"c3.3L.1_5",0.00588750000000005,0.0016348,9.39159633620694e-23,"4_5",9.62638624461211e-22,"yes","positive"
"c2.X.1_5",0.0126357416666667,0.000942250000000005,7.24784769928867e-13,"4_5",3.87602290005438e-12,"yes","positive"
"c2.2L.1_5",0.00292616666666667,-0.00013300000000005,0.0260799743248438,"4_5",0.0411261133584075,"yes","positive"
"c3.X.1_5",0.00451861666666667,0.000688099999999997,5.36992505960394e-05,"4_5",0.000122314959690979,"yes","positive"
"c3.2L.1_5",0.00267475,0.000737099999999991,0.48833964591316,"4_5",0.561362396703913,"no","neutral"
"c4.2L.1_5",0.00517868333333332,0.000880118333333332,0.000922598648270585,"4_5",0.00177311927714503,"yes","positive"
"c5.2L.1_5",0.00157833416666667,0.00125724166666667,0.486313515578812,"4_5",0.561362396703913,"no","neutral"
"c4.X.1_5",0.0136884666666667,0.00188071666666666,1.49759649325191e-14,"4_5",1.08355510982344e-13,"yes","positive"
"c2.2R.1_5",0.00491246666666666,0.00120669166666667,1.60948801649295e-07,"4_5",4.71350061972935e-07,"yes","positive"
"c6.2L.1_5",0.00268421666666667,0.00166725666666667,0.675942182825116,"4_5",0.729306039363941,"no","neutral"
"c5.X.1_5",-0.003446375,0.0014325,0.00015657465256101,"4_5",0.000343905040446504,"yes","negative"
"c7.2L.1_5",-0.0070819,0.00107025,0.297874986052571,"4_5",0.366386232844662,"no","neutral"
"c3.2R.1_5",-0.00550774166666668,0.000743316666666667,0.0184304083263947,"4_5",0.0302258696552873,"yes","negative"
"c3.3R.1_5",0.0035754,0.00103341666666668,7.93909293044985e-19,"4_5",6.97506021746665e-18,"yes","positive"
"c4.2R.1_5",0.00678920000000001,0.00171816666666666,4.15916913091219e-05,"4_5",9.65241137928678e-05,"yes","positive"
"c8.2L.1_5",0.00276399999999999,0.00118683333333336,0.000425324800419821,"4_5",0.000857622138551442,"yes","positive"
"c6.X.1_5",0.00421545833333333,-0.000660899999999992,0.0866034086510829,"4_5",0.126812134096229,"no","neutral"
"c5.2R.1_5",0.00263000000000002,0.000782583333333337,0.171047533803725,"4_5",0.231196117119321,"no","neutral"
"c6.2R.1_5",-0.0149993333333333,0.00299916666666666,0.0555699512742183,"4_5",0.0843840000830722,"no","neutral"
"c7.2R.1_5",-0.0181454583333334,-0.00165290249999997,1.36633830769765e-08,"4_5",4.80170319562317e-08,"yes","negative"
"c8.2R.1_5",-0.00389935,0.00268841666666667,3.71664841334625e-08,"4_5",1.26985487455997e-07,"yes","negative"
"c9.2L.1_5",0.000945104166666667,0.00246249999999999,0.342855061749133,"4_5",0.417536362328152,"no","neutral"
"c9.2R.1_5",-0.00103984999999999,0.00283983333333329,0.186107824345139,"4_5",0.246142606391958,"no","neutral"
"c10.2R.1_5",0.00601226666666667,0.00244363333333333,0.0155977483169961,"4_5",0.0259259870674395,"yes","positive"
"c4.3R.1_5",0.0115108833333334,-0.00044085,7.3504847260943e-12,"4_5",3.34855415299851e-11,"yes","positive"
"c10.2L.1_5",-0.00312052008333333,0.001785275,0.138532346744413,"4_5",0.195856076431756,"no","neutral"
"c11.2L.1_5",0.00652441666666665,0.00110670833333333,0.00253618071204408,"4_5",0.00465597354599137,"yes","positive"
"c12.2L.1_5",0.00075095,0.000773166666666714,0.827268610629583,"4_5",0.851398345630294,"no","neutral"
"c11.2R.1_5",0.00570550000000003,-0.000558333333333383,1.9713764418201e-07,"4_5",5.63905354288075e-07,"yes","positive"
"c4.3L.1_5",0.000585849999999999,0.000828750000000003,0.166401657357381,"4_5",0.228049610895529,"no","neutral"
"c5.3R.1_5",0.00689553333333334,0.0013923,1.39290866231128e-14,"4_5",1.0707985341518e-13,"yes","positive"
"c13.2L.1_5",-0.000549558333333332,0.000110618333333339,0.469893064115756,"4_5",0.550446160821314,"no","neutral"
"c12.2R.1_5",0.00530583333333334,0.000924876666666665,1.70825782526683e-05,"4_5",4.28807576546572e-05,"yes","positive"
"c14.2L.1_5",0.000232666666666659,0.000697291666666667,0.802416354755575,"4_5",0.843565911409707,"no","neutral"
"c6.3R.1_5",0.0099684575,0.00108528333333334,2.83452393823295e-07,"4_5",7.92378282733302e-07,"yes","positive"
"c15.2L.1_5",-0.00214275,-0.00253741666666667,0.830632532322238,"4_5",0.851398345630294,"no","neutral"
"c7.3R.1_5",0.0070641,0.0018623333333333,1.09977865108524e-07,"4_5",3.29933595325572e-07,"yes","positive"
"c8.3R.1_5",0.0109484666666667,0.000648999999999997,2.25777472856748e-18,"4_5",1.85137527742533e-17,"yes","positive"
"c16.2L.1_5",-0.00134225,0.000971408333333337,0.0245173758682249,"4_5",0.0391641198933982,"yes","negative"
"c7.X.1_5",-0.000970366666666667,0.000751216666666669,0.000447114638317034,"4_5",0.0008870177502096,"yes","negative"
"c9.3R.1_5",0.00556231666666667,0.00247846083333333,1.34620211137607e-08,"4_5",4.80170319562317e-08,"yes","positive"
"c5.3L.1_5",0.0067501,0.000195000000000001,4.23029880893662e-08,"4_5",1.40628852297082e-07,"yes","positive"
"c13.2R.1_5",-0.00109616666666665,0.00132241666666667,0.627276034167469,"4_5",0.690943373246028,"no","neutral"
"c8.X.1_5",-0.002075275,0.00159209166666668,0.0365281715958184,"4_5",0.0561620638285708,"no","neutral"
"c14.2R.1_5",0.00603804166666667,0.002656925,0.000241058059602103,"4_5",0.000511209333294115,"yes","positive"
"c10.3R.1_5",0.00607183333333339,0.00120658333333334,8.04356520077003e-27,"4_5",1.23669814961839e-25,"yes","positive"
"c6.3L.1_5",0.00208767499999999,0.000605583333333312,0.874615121391886,"4_5",0.889071569679355,"no","neutral"
"c17.2L.1_5",-5.47499999999923e-05,0.00277798333333333,0.00183394443806,"4_5",0.00341780554365727,"no","neutral"
"c9.X.1_5",0.000752849999999999,0.00157863333333334,0.629151689459798,"4_5",0.690943373246028,"no","neutral"
"c11.3R.1_5",0.0123091583333334,0.000349425,1.04904851404407e-06,"4_5",2.86739927172046e-06,"yes","positive"
"c7.3L.1_5",0.0038767,0.00170958333333333,1.73379024387224e-12,"4_5",8.88567499984523e-12,"yes","positive"
"c18.2L.1_5",-0.00300533333333336,0.00048782,1.01978673756244e-23,"4_5",1.14030698836527e-22,"yes","negative"
"c15.2R.1_5",0.0233415,0.00404209999999999,1.05596652958764e-13,"4_5",6.49419415696399e-13,"yes","positive"
"c12.3R.1_5",0.00677925,0.00134956666666667,0.0683500017249142,"4_5",0.102525002587371,"no","neutral"
"c19.2L.1_5",-0.000518566666666671,0.00225497166666667,0.882369681850532,"4_5",0.889602220226356,"no","neutral"
"c20.2L.1_5",-0.00353103333333334,0.000774466666666661,2.51300331174347e-14,"4_5",1.71721892969137e-13,"yes","negative"
"c16.2R.1_5",0.00179393333333333,0.00136650000000005,0.0130520500533504,"4_5",0.0219918103638644,"yes","positive"
"c8.3L.1_5",0.00205783333333334,0.000745083333333327,0.219407218097411,"4_5",0.278217400267851,"no","neutral"
"c10.X.1_5",-0.00488233333333332,0.00142436666666666,0.0822896283298213,"4_5",0.121947280536964,"no","neutral"
"c11.X.1_5",0.00102543333333334,0.00122820833333334,0.444758029056716,"4_5",0.52601189974977,"no","neutral"
"c9.3L.1_5",0.00318849999999998,0.00250856666666667,0.635773786303966,"4_5",0.69203695323352,"no","neutral"
"c17.2R.1_5",0.00793008333333333,0.0012691625,0.010494135023197,"4_5",0.018179980392299,"yes","positive"
"c10.3L.1_5",-0.00090099999999993,0.000513783333333337,0.188931164842307,"4_5",0.247218439102168,"no","neutral"
"c11.3L.1_5",-0.000194833333333339,0.000794333333333327,0.292168568390383,"4_5",0.362997312242597,"no","neutral"
"c18.2R.1_5",-0.00219723333333333,0.000641483333333335,0.366429537402129,"4_5",0.441585550072339,"no","neutral"
"c13.3R.1_5",0.0126906333333333,0.000857816666666662,0.0124629221127604,"4_5",0.0212908252759657,"yes","positive"
"c19.2R.1_5",-0.00174886666666667,0.000275872499999999,0.273866171002538,"4_5",0.343729990135838,"no","neutral"
"c21.2L.1_5",-0.00726966666666668,0.00080050000000001,4.47951049170422e-29,"4_5",7.87113986399456e-28,"yes","negative"
"c20.2R.1_5",0.00320385833333333,0.0019563,0.0099635138766214,"4_5",0.0175742339703393,"yes","positive"
"c14.3R.1_5",0.00497081666666666,0.000940950000000003,1.41258933487476e-13,"4_5",8.27373753283788e-13,"yes","positive"
"c12.3L.1_5",9.49166666666665e-05,0.00113313666666667,0.600619203706103,"4_5",0.674330828351004,"no","neutral"
"c13.3L.1_5",0.000955749999999998,0.000293558333333336,0.0100015965684858,"4_5",0.0175742339703393,"yes","positive"
"c22.2L.1_5",-0.0014885,0.00202635,0.000566649579364662,"4_5",0.00110631584542624,"no","neutral"
"c21.2R.1_5",0.00495693333333334,-0.000227516666666653,3.48371818600714e-11,"4_5",1.38224947380283e-10,"yes","positive"
"c14.3L.1_5",0.00437951666666667,0.0026429,0.603060090395207,"4_5",0.674330828351004,"no","neutral"
