"cage","sex","replicate","vial","X16","X20","X24","X40","X44","X48","X64","X68","X72","X88","X92","X96","X112","X116","X120","X136","X140","X144","X160","X164","X168","X184","X188","X192","cage.treat","cage.treat2","timepoint"
"A3","M",3,"T2-A3-a3M",0,0,1,2,2,3,5,5,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"C","C","2"
"A4","M",1,"T2-A4-a1M",0,1,2,3,5,5,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"C","C","2"
"A4","M",2,"T2-A4-a2M",1,1,2,3,4,5,7,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"C","C","2"
"A4","M",3,"T2-A4-a3M",0,0,0,3,3,5,7,7,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,"C","C","2"
"A5","M",1,"T2-A5-a1M",0,0,0,2,2,3,8,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"C","C","2"
"A5","M",2,"T2-A5-a2M",0,0,0,1,1,4,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"C","C","2"
"A5","M",3,"T2-A5-a3M",0,2,2,5,6,7,7,7,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"C","C","2"
"A6","M",1,"T2-A6-a1M",0,0,0,1,2,3,4,4,5,7,8,9,10,10,10,10,10,10,10,10,10,10,10,10,"C","C","2"
"A6","M",2,"T2-A6-a2M",0,0,0,0,1,2,5,6,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,"C","C","2"
"A6","M",3,"T2-A6-a3M",0,0,0,3,4,5,5,6,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"C","C","2"
"1","M",1,"T2-1-n1M",0,0,1,3,3,4,4,4,5,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","2"
"1","M",2,"T2-1-n2M",0,0,1,2,4,5,6,7,7,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","2"
"1","M",3,"T2-1-n3M",0,0,0,2,3,4,4,7,7,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","2"
"2","M",1,"T2-2-n1M",0,0,0,0,1,3,4,5,6,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","2"
"2","M",2,"T2-2-n2M",0,0,0,1,2,2,6,8,8,8,9,9,9,9,10,10,10,10,10,10,10,10,10,10,"MA","AT","2"
"2","M",3,"T2-2-n3M",0,0,0,0,1,2,3,4,5,7,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","2"
"3","M",1,"T2-3-n1M",0,0,1,4,5,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","2"
"3","M",2,"T2-3-n2M",0,1,1,2,2,2,5,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","2"
"3","M",3,"T2-3-n3M",0,1,2,3,3,4,6,7,7,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","2"
"4","M",1,"T2-4-n1M",0,0,1,3,4,5,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","2"
"4","M",2,"T2-4-n2M",0,0,0,2,2,3,6,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","2"
"4","M",3,"T2-4-n3M",0,0,2,4,4,6,7,8,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","2"
"5","M",1,"T2-5-n1M",0,1,1,1,1,2,7,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","2"
"5","M",2,"T2-5-n2M",0,0,2,4,5,6,8,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","2"
"5","M",3,"T2-5-n3M",0,0,1,1,2,3,6,7,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","2"
"6","M",1,"T2-6-n1M",0,1,2,4,4,6,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","2"
"6","M",2,"T2-6-n2M",0,0,2,4,7,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","2"
"6","M",3,"T2-6-n3M",0,0,1,3,3,4,6,6,6,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","2"
"7","M",1,"T2-7-n1M",0,0,1,1,3,3,4,4,4,6,8,8,8,9,9,9,9,9,9,9,9,9,9,9,"MA","LB","2"
"7","M",2,"T2-7-n2M",0,0,2,3,3,3,4,4,5,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","2"
"7","M",3,"T2-7-n3M",0,0,1,2,2,3,4,5,6,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","2"
"8","M",1,"T2-8-n1M",0,0,2,3,3,4,5,6,7,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","2"
"8","M",2,"T2-8-n2M",0,1,1,1,2,2,5,6,7,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","2"
"8","M",3,"T2-8-n3M",0,1,1,2,2,2,4,6,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","2"
"9","M",1,"T2-9-n1M",0,0,0,2,3,4,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","2"
"9","M",2,"T2-9-n2M",0,0,1,2,2,2,6,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","2"
"9","M",3,"T2-9-n3M",0,0,0,2,3,5,6,7,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","2"
"10","M",1,"T2-10-n1M",0,0,0,1,1,3,4,5,6,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","2"
"10","M",2,"T2-10-n2M",0,0,1,2,2,4,5,5,6,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","2"
"10","M",3,"T2-10-n3M",0,0,0,1,3,4,6,7,7,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","2"
"11","M",1,"T2-11-n1M",0,0,3,6,6,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","2"
"11","M",2,"T2-11-n2M",0,0,0,2,4,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,"MA","LB","2"
"11","M",3,"T2-11-n3M",0,0,2,7,7,8,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,"MA","LB","2"
