"label","timepoint","cage","cage.treat","cage.treat2","rep","X184.F","X188.F","X192.F","X208.F","X212.F","X216.F","X232.F","X236.F","X240.F","X256.F","X260.F","X264.F","X280.F","X284.F","X288.F","X304.F","X308.F","X312.F","X328.F","X332.F","X336.F","X352.F","X356.F","X360.F","X376.F","X380.F","X384.F","X400.F","X404.F","X408.F","F.total.Count","F.count.x.time","F.AVG.LD"
"T5-2-1",5,"2","MA","AT",1,0,0,0,0,0,0,6,4,3,5,1,2,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"7132","254.7142857"
"T5-2-2",5,"2","MA","AT",2,0,0,0,0,0,0,5,2,3,4,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"4776","251.3684211"
"T5-2-3",5,"2","MA","AT",3,0,0,0,0,0,0,4,2,3,3,1,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"5632","256"
"T5-3-1",5,"3","MA","LB",1,0,0,0,0,1,0,5,2,1,5,1,3,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"6180","268.6956522"
"T5-3-2",5,"3","MA","LB",2,0,0,0,0,0,1,2,4,0,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"4012","250.75"
"T5-3-3",5,"3","MA","LB",3,0,0,0,0,0,0,1,3,1,4,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"3836","255.7333333"
"T5-4-1",5,"4","MA","AT",1,0,0,0,0,0,0,2,0,1,5,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"3684","283.3846154"
"T5-4-2",5,"4","MA","AT",2,0,0,0,0,0,0,0,1,1,7,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"4140","258.75"
"T5-4-3",5,"4","MA","AT",3,0,0,0,0,0,0,1,0,2,3,2,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"3712","265.1428571"
"T5-5-1",5,"5","MA","LB",1,0,0,0,0,0,0,1,0,0,8,2,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,"4800","266.6666667"
"T5-5-2",5,"5","MA","LB",2,0,0,0,0,0,0,0,0,3,8,3,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"5572","278.6"
"T5-5-3",5,"5","MA","LB",3,0,0,0,0,0,1,1,2,1,3,2,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"4960","261.0526316"
"T5-6-1",5,"6","MA","AT",1,0,0,0,0,0,0,3,2,2,10,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"6656","256"
"T5-6-2",5,"6","MA","AT",2,0,0,0,0,0,0,4,1,3,6,2,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"5944","258.4347826"
"T5-6-3",5,"6","MA","AT",3,0,0,0,0,0,0,1,6,3,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"5072","253.6"
"T5-7-1",5,"7","MA","LB",1,0,0,0,0,0,0,4,1,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"3976","248.5"
"T5-7-2",5,"7","MA","LB",2,0,0,0,0,0,0,4,4,2,5,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"6064","252.6666667"
"T5-7-3",5,"7","MA","LB",3,0,0,0,0,0,1,6,1,5,5,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,"5740","249.5652174"
"T5-8-1",5,"8","MA","AT",1,0,0,0,0,0,0,6,4,2,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"4944","260.2105263"
"T5-8-2",5,"8","MA","AT",2,0,0,0,0,0,0,5,1,2,3,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"4856","255.5789474"
"T5-8-3",5,"8","MA","AT",3,0,0,0,0,0,0,2,1,4,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"3832","273.7142857"
"T5-9-1",5,"9","MA","LB",1,0,0,0,0,0,0,0,1,3,8,1,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"5788","275.6190476"
"T5-9-2",5,"9","MA","LB",2,0,0,0,0,0,0,3,1,1,3,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"3612","258"
"T5-9-3",5,"9","MA","LB",3,0,0,0,0,0,0,0,2,2,8,1,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"5588","279.4"
"T5-10-1",5,"10","MA","AT",1,0,0,0,0,0,0,0,4,0,6,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"4128","258"
"T5-10-2",5,"10","MA","AT",2,0,0,0,0,0,0,2,5,0,11,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"6124","255.1666667"
"T5-10-3",5,"10","MA","AT",3,0,0,0,0,0,0,1,1,4,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"4048","253"
"T5-11-1",5,"11","MA","LB",1,0,0,0,0,0,0,1,6,3,5,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"7196","257"
"T5-11-2",5,"11","MA","LB",2,0,0,0,0,0,0,2,3,4,9,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"6136","255.6666667"
"T5-11-3",5,"11","MA","LB",3,0,0,0,0,0,0,1,3,2,5,3,1,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"5788","275.6190476"
"T5-12-1",5,"12","MA","AT",1,0,0,0,0,0,0,2,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"2488","248.8"
"T5-12-2",5,"12","MA","AT",2,0,0,0,0,0,0,2,1,2,8,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"4592","255.1111111"
"T5-12-3",5,"12","MA","AT",3,0,0,0,0,0,0,1,3,3,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"4824","253.8947368"
