"cluster","median.target","median.matched","pval","comparison","FDR","significant","cluster.dynamics"
"c19.3L.1_5",0.00447601541666666,0.000853686742424245,2.50817639970721e-27,"4_5",3.08505697163987e-26,"yes","positive"
"c17.3R.1_5",0.000219767803030298,0.00276523787878784,0.0201010892576321,"4_5",0.0309054247336094,"no","neutral"
"c18.3R.1_5",9.10518939393964e-05,0.000786490909090906,0.661098114373039,"4_5",0.695000581776785,"no","neutral"
"c25.2R.1_5",0.00482352613636365,0.000646996212121248,0.0330135059959383,"4_5",0.0483412052083382,"yes","positive"
"c26.2R.1_5",0.0030602693181818,0.000775618939393946,1.905775433445e-37,"4_5",5.86025945784337e-36,"yes","positive"
"c27.2L.1_5",0.0123526818181818,0.000792656060606065,4.97721986357523e-26,"4_5",5.56543675654321e-25,"yes","positive"
"c19.3R.1_5",0.000235463636363676,0.00144358143939394,0.85200937369871,"4_5",0.863922683352812,"no","neutral"
"c28.2L.1_5",0.0018535909090909,8.96431818182015e-05,9.40426379671792e-06,"4_5",2.5704987711029e-05,"yes","positive"
"c20.3L.1_5",0.00155734090909091,0.000708080303030295,0.0623538419415017,"4_5",0.0852169173200523,"no","neutral"
"c21.3L.1_5",0.00217459659090909,0.000362968560606063,0.00222393911296001,"4_5",0.00420837709067817,"yes","positive"
"c27.2R.1_5",0.000979276515151492,-0.000146532954545451,0.050879389884515,"4_5",0.0703164601774758,"no","neutral"
"c14.X.1_5",0.0057963321969697,0.00112091666666667,0.00227282361892166,"4_5",0.004235716744354,"yes","positive"
"c22.3L.1_5",0.00234310015151516,0.000918155303030285,2.21591066895273e-07,"4_5",7.17255295476805e-07,"yes","positive"
"c29.2L.1_5",-0.0023522106060606,0.000798393560606073,0.000231480004631659,"4_5",0.00052726001054989,"yes","negative"
"c15.X.1_5",0.00406137575757576,0.000830484848484858,0.000606182483269883,"4_5",0.00126373636342704,"yes","positive"
"c20.3R.1_5",0.0051819034090909,0.000371922727272711,9.54436038899437e-19,"4_5",7.33722704903942e-18,"yes","positive"
"c30.2L.1_5",0.00652964772727274,0.000445708712121212,3.12511033904838e-05,"4_5",7.53703081770492e-05,"yes","positive"
"c16.X.1_5",0.00317964015151515,0.00178865151515155,0.010527183857503,"4_5",0.0177375837599023,"yes","positive"
"c21.3R.1_5",0.00748891742424243,0.000952041287878791,7.92194656843412e-65,"4_5",4.87199713958698e-63,"yes","positive"
"c31.2L.1_5",-0.00085778409090909,0.000187674242424218,0.391443397518377,"4_5",0.449976989670658,"no","neutral"
"c22.3R.1_5",0.00224697424242425,0.000460415151515153,3.85311942110531e-06,"4_5",1.15593582633159e-05,"yes","positive"
"c23.3R.1_5",0.00525898409090909,0.00129501742424242,5.22012079665851e-06,"4_5",1.52874966187856e-05,"yes","positive"
"c24.3R.1_5",-0.00190263522727272,0.000772636742424243,0.000749054087527266,"4_5",0.0015103877502599,"yes","negative"
"c25.3R.1_5",-0.00169964393939392,0.000876522727272733,6.33937627923462e-10,"4_5",2.88793808276244e-09,"yes","negative"
"c26.3R.1_5",-5.20757575757369e-06,0.001526475,0.856898921699537,"4_5",0.863922683352812,"no","neutral"
"c27.3R.1_5",0.00307812954545457,0.00079406325757575,3.70780530363029e-09,"4_5",1.57262087016043e-08,"yes","positive"
"c1.2L.1_5",0.0203275272727273,0.00523919727272727,1.66304661337839e-09,"2_5",1.98596828587905e-09,"yes","positive"
"c1.3R.1_5",0.0184416545454545,-0.0012954,4.00193807855857e-40,"2_5",9.46612276274431e-40,"yes","positive"
"c1.X.1_5",0.0232911136363637,0.00250590909090912,8.72456935383598e-131,"2_5",5.96178905845459e-130,"yes","positive"
"c1.3L.1_5",0.01285295,0.000325699999999995,2.66871878975831e-90,"2_5",1.17233003978669e-89,"yes","positive"
"c1.2R.1_5",0.0236852727272727,0.00171506363636364,0,"2_5",0,"yes","positive"
"c2.3L.1_5",0.0176383181818182,0.000758204545454527,2.09728283444717e-08,"2_5",2.45681703463811e-08,"yes","positive"
"c2.3R.1_5",0.0235468090909091,0.00138780909090909,2.36734308225394e-302,"2_5",4.85305331862058e-301,"yes","positive"
"c3.3L.1_5",0.0107654727272727,0.00156656363636364,2.21150437849598e-226,"2_5",2.72015038555006e-225,"yes","positive"
"c2.X.1_5",0.0122373772727272,0.0019718181818182,1.35017696687149e-24,"2_5",2.51623889280596e-24,"yes","positive"
"c2.2L.1_5",0.0166261818181818,0.00235545454545449,1.2271703115781e-10,"2_5",1.54022396249088e-10,"yes","positive"
"c3.X.1_5",0.00722190909090908,0.0013217,3.29965540485501e-09,"2_5",3.90247706535737e-09,"yes","positive"
"c3.2L.1_5",0.0195733181818182,0.00266481818181818,1.28911783616746e-23,"2_5",2.33178667424408e-23,"yes","positive"
"c4.2L.1_5",0.0195124545454546,0.00441988181818181,5.4873751823918e-47,"2_5",1.43605776049828e-46,"yes","positive"
"c5.2L.1_5",0.0230491681818182,0.00407832227272728,3.93360340781286e-119,"2_5",2.01597174650409e-118,"yes","positive"
"c4.X.1_5",0.0169128772727273,0.00197976363636363,2.20273785071083e-60,"2_5",6.60821355213249e-60,"yes","positive"
"c2.2R.1_5",0.0179716363636364,0.0015978181818182,1.62818167712309e-135,"2_5",1.17803733109494e-134,"yes","positive"
"c6.2L.1_5",0.0135328672727273,0.00531900363636365,3.5030900468388e-10,"2_5",4.3523239975876e-10,"yes","positive"
"c5.X.1_5",0.0181541727272728,0.00243135,4.40317764706652e-54,"2_5",1.17737141432431e-53,"yes","positive"
"c7.2L.1_5",0.0160275090909091,0.00248487272727273,1.48105462515429e-11,"2_5",1.91757598835766e-11,"yes","positive"
"c3.2R.1_5",0.00155368181818182,0.00209983181818181,0.758039754465132,"2_5",0.764253195075502,"no","neutral"
"c3.3R.1_5",0.0114614454545454,0.000438609090909092,4.13843343190978e-161,"2_5",3.39351541416602e-160,"yes","positive"
"c4.2R.1_5",0.00957960909090909,0.00227303181818183,2.64006247411846e-18,"2_5",4.21724265346196e-18,"yes","positive"
"c8.2L.1_5",0.0181380636363636,0.00405750363636364,2.42542149170138e-84,"2_5",9.62344656384741e-84,"yes","positive"
"c6.X.1_5",0.0144075772727273,0.00116027727272727,2.58995787691865e-24,"2_5",4.75469878897006e-24,"yes","positive"
"c5.2R.1_5",0.0227989090909091,-0.000164549999999985,6.19636887519725e-42,"2_5",1.52430674329852e-41,"yes","positive"
"c6.2R.1_5",0.00419278181818181,-5.58181818181569e-05,0.833515932820816,"2_5",0.833515932820816,"no","neutral"
"c7.2R.1_5",0.00526762272727273,-0.000665636363636424,0.00812634245417455,"2_5",0.00861672518847819,"yes","positive"
"c8.2R.1_5",0.0161694545454546,0.00132672727272731,1.19824147041217e-16,"2_5",1.7757072392855e-16,"yes","positive"
"c9.2L.1_5",0.0134199090909091,0.00397392909090909,2.97747693814366e-25,"2_5",5.634302513718e-25,"yes","positive"
"c9.2R.1_5",0.0180765590909091,0.00219328181818183,5.24235974998828e-18,"2_5",8.16215505377922e-18,"yes","positive"
"c10.2R.1_5",0.0252057181818182,0.00166886363636364,1.58866285915487e-120,"2_5",8.49589268156735e-120,"yes","positive"
"c4.3R.1_5",0.0112999318181818,0.00118387772727273,2.68308075498771e-23,"2_5",4.78288308497809e-23,"yes","positive"
"c10.2L.1_5",0.017491009090909,0.0019614,1.32970203724914e-11,"2_5",1.73992926150685e-11,"yes","positive"
"c11.2L.1_5",0.0307656818181818,0.00319035909090909,3.20101779697738e-31,"2_5",6.45451129554455e-31,"yes","positive"
"c12.2L.1_5",0.0258489727272727,0.00399962727272726,8.6156353358965e-56,"2_5",2.40846169617107e-55,"yes","positive"
"c11.2R.1_5",0.0233296954545455,-0.000139045454545405,4.51560808406626e-59,"2_5",1.32242808176226e-58,"yes","positive"
"c4.3L.1_5",0.0250494636363636,0.00126723636363637,4.39861449660677e-204,"2_5",4.50857985902194e-203,"yes","positive"
"c5.3R.1_5",0.0150646363636363,0.000726709090909093,3.61489884202211e-125,"2_5",2.11729789318438e-124,"yes","positive"
"c13.2L.1_5",0.00815695454545456,0.00221274090909089,0.00293603575175052,"2_5",0.00314028171708969,"yes","positive"
"c12.2R.1_5",0.0120590454545455,0.00284251818181818,1.7706828201969e-22,"2_5",3.06752094203125e-22,"yes","positive"
"c14.2L.1_5",0.00988654545454548,0.00269015454545454,1.50075036895301e-36,"2_5",3.18262578243483e-36,"yes","positive"
"c6.3R.1_5",0.0135957713636364,0.00180802454545454,1.20117062164553e-37,"2_5",2.68625429931637e-37,"yes","positive"
"c15.2L.1_5",0.014408090909091,0.00239814545454546,0.000222311216303344,"2_5",0.000239862101800976,"yes","positive"
"c7.3R.1_5",0.0264524909090909,0.00155008181818182,3.90591595569245e-73,"2_5",1.29845314202749e-72,"yes","positive"
"c8.3R.1_5",0.0192993727272727,0.00114259090909091,3.85779268554373e-54,"2_5",1.05446333404862e-53,"yes","positive"
"c16.2L.1_5",0.0171383863636363,0.00383965909090913,1.88437262305129e-109,"2_5",8.91453202443495e-109,"yes","positive"
"c7.X.1_5",0.00308656090909091,0.00238233636363636,0.0498793665303183,"2_5",0.0519928990104165,"no","neutral"
"c9.3R.1_5",0.0224280272727273,0.000924282272727275,7.68308606950441e-64,"2_5",2.42312714499754e-63,"yes","positive"
"c5.3L.1_5",0.00742835454545455,-0.000405599999999999,5.53559899982654e-10,"2_5",6.80878676978664e-10,"yes","positive"
"c13.2R.1_5",0.0242688363636364,0.00287484545454546,1.0380218995918e-69,"2_5",3.35991299078398e-69,"yes","positive"
"c8.X.1_5",0.00863333181818184,0.000754193636363636,5.1490554391646e-16,"2_5",7.53968832163388e-16,"yes","positive"
"c14.2R.1_5",0.0145198045454546,0.00263299999999999,2.00423093795202e-56,"2_5",5.73303268297903e-56,"yes","positive"
"c10.3R.1_5",0.0224372818181818,0.000639999999999974,3.61115423768726e-139,"2_5",2.77607482022208e-138,"yes","positive"
"c6.3L.1_5",0.0133425318181818,-0.000520536363636367,8.6590660385678e-16,"2_5",1.25301779146334e-15,"yes","positive"
"c17.2L.1_5",0.0117169272727273,0.00335554545454542,1.76239964422985e-12,"2_5",2.40861284711413e-12,"yes","positive"
"c9.X.1_5",0.00556912727272727,0.00021864545454546,4.4676058716811e-06,"2_5",4.90638859122121e-06,"yes","positive"
"c11.3R.1_5",0.0177325590909091,-0.000333622727272727,4.51794152038629e-15,"2_5",6.38743456330475e-15,"yes","positive"
"c7.3L.1_5",0.0184367272727273,0.00121088181818182,0,"2_5",0,"yes","positive"
"c18.2L.1_5",0.0214490909090909,0.00320372727272727,3.60131270607141e-218,"2_5",4.02692238951621e-217,"yes","positive"
"c15.2R.1_5",0.0463958181818182,0.00445209090909091,2.04790201137364e-39,"2_5",4.75267825281052e-39,"yes","positive"
"c12.3R.1_5",0.00725843636363636,0.00170526363636364,1.06693303903691e-05,"2_5",1.16135189204903e-05,"yes","positive"
"c19.2L.1_5",0.0155405454545454,0.00349374454545455,2.30858324707745e-43,"2_5",5.79501508960258e-43,"yes","positive"
"c20.2L.1_5",0.0162295454545455,0.00355949090909091,1.19554515039676e-185,"2_5",1.13116964229847e-184,"yes","positive"
"c16.2R.1_5",0.00733708181818182,0.00189536363636364,4.2424717764587e-15,"2_5",6.0677212616793e-15,"yes","positive"
"c8.3L.1_5",0.0189791636363636,0.00289982727272727,2.05014766326059e-26,"2_5",4.0026692473183e-26,"yes","positive"
"c10.X.1_5",0.00785276363636364,-0.001355,2.12296839986855e-07,"2_5",2.39564324021864e-07,"yes","positive"
"c11.X.1_5",0.00950612727272727,0.00194830909090909,2.4040278765097e-08,"2_5",2.78957951708201e-08,"yes","positive"
"c9.3L.1_5",0.0126481,0.00203227272727274,5.09020407866378e-18,"2_5",8.02686027789288e-18,"yes","positive"
"c17.2R.1_5",0.0178621318181818,0.00405840454545455,1.97218425672858e-17,"2_5",3.03223329472019e-17,"yes","positive"
"c10.3L.1_5",0.016049,0.000850818181818203,4.73190251192829e-28,"2_5",9.38748401559967e-28,"yes","positive"
"c11.3L.1_5",0.0149067454545455,0.000759927272727272,1.53937201650609e-74,"2_5",5.5689046479485e-74,"yes","positive"
"c18.2R.1_5",0.0179282727272727,0.00125346363636362,1.09160228717159e-12,"2_5",1.50861889125961e-12,"yes","positive"
"c13.3R.1_5",0.008799,0.00104419090909089,2.60587234751733e-07,"2_5",2.91383907949665e-07,"yes","positive"
"c19.2R.1_5",0.00876466818181822,0.00286815909090909,3.76147906370747e-06,"2_5",4.16812544897314e-06,"yes","positive"
"c21.2L.1_5",0.0067244090909091,0.00255973636363635,7.00806056194622e-15,"2_5",9.79535737635665e-15,"yes","positive"
"c20.2R.1_5",0.00971554090909092,0.00169632727272727,3.54753098553316e-11,"2_5",4.49841557959359e-11,"yes","positive"
"c14.3R.1_5",0.00977892545454545,0.000449427272727274,1.50354567159514e-126,"2_5",9.24680588031011e-126,"yes","positive"
"c12.3L.1_5",0.00946134545454546,-0.000651590909090871,6.38713317488559e-10,"2_5",7.77838990604879e-10,"yes","positive"
"c13.3L.1_5",0.00933309090909085,0.000494477272727278,1.59323535380716e-21,"2_5",2.6844924454559e-21,"yes","positive"
"c22.2L.1_5",0.0175875454545454,0.00660877272727273,1.26055973606884e-21,"2_5",2.15345621578427e-21,"yes","positive"
"c21.2R.1_5",0.0221035454545454,0.000258509090909069,2.39980597845864e-82,"2_5",9.2242542297004e-82,"yes","positive"
"c14.3L.1_5",0.0110573636363636,0.00281998181818182,1.76741205390056e-07,"2_5",2.01288595027564e-07,"yes","positive"
"c23.2L.1_5",0.00210227272727275,0.00438485409090909,0.390960555801759,"2_5",0.400734569696803,"no","neutral"
"c15.3L.1_5",0.0127473681818181,-0.00323897727272728,3.53555063665955e-12,"2_5",4.72687748162092e-12,"yes","positive"
"c16.3L.1_5",0.0146252590909091,0.000533177272727272,6.97915776347321e-34,"2_5",1.43072734151201e-33,"yes","positive"
"c24.2L.1_5",0.0269341545454545,0.00361335454545454,8.2066233220152e-19,"2_5",1.32817719553667e-18,"yes","positive"
"c17.3L.1_5",0.0111753090909091,0.00259763636363636,6.98863349633222e-12,"2_5",9.24303139837487e-12,"yes","positive"
"c25.2L.1_5",0.0155820409090909,0.00329157272727272,1.10594181265572e-249,"2_5",1.70038553695817e-248,"yes","positive"
"c18.3L.1_5",0.0171801090909091,0.000750090909090895,7.62703846497835e-74,"2_5",2.6059048088676e-73,"yes","positive"
"c22.2R.1_5",0.0291448363636364,-0.000410500000000008,7.16627042175069e-23,"2_5",1.25921608839334e-22,"yes","positive"
"c23.2R.1_5",0.033919,0.00389536363636367,1.02223345276195e-77,"2_5",3.81014286938545e-77,"yes","positive"
"c15.3R.1_5",0.00542545454545451,-0.000192863636363644,0.334103522800995,"2_5",0.345333893315314,"no","neutral"
"c16.3R.1_5",0.0102179136363637,0.000957079545454539,1.95362959302425e-89,"2_5",8.28608413593044e-89,"yes","positive"
"c24.2R.1_5",0.0231204090909091,0.00141886363636359,2.46005261828419e-17,"2_5",3.73563545739451e-17,"yes","positive"
"c12.X.1_5",0.00234418181818186,0.00243489090909091,0.610972131787917,"2_5",0.621070844710031,"no","neutral"
"c26.2L.1_5",0.01473,0.00298973181818181,1.1974079949449e-36,"2_5",2.58388041014426e-36,"yes","positive"
"c13.X.1_5",0.00465173636363637,0.000850900000000002,0.0394068838797881,"2_5",0.0414277497197772,"yes","positive"
"c19.3L.1_5",0.02100935,0.000679736363636362,1.33009850743908e-126,"2_5",8.61063770605299e-126,"yes","positive"
"c17.3R.1_5",0.0157214454545455,0.00269307181818181,2.11921668961074e-25,"2_5",4.07286957534564e-25,"yes","positive"
"c18.3R.1_5",0.0147409545454546,0.00146622727272727,6.68063277076133e-74,"2_5",2.34776523086755e-73,"yes","positive"
"c25.2R.1_5",0.0222527636363637,0.00204022727272723,4.47839610416746e-37,"2_5",9.83647715736782e-37,"yes","positive"
"c26.2R.1_5",0.0145348954545455,0.00170485909090909,0,"2_5",0,"yes","positive"
"c27.2L.1_5",0.0276707818181818,0.00349572727272726,1.70434622331929e-62,"2_5",5.24086463670682e-62,"yes","positive"
"c19.3R.1_5",0.0176125227272727,0.000341177272727256,7.08457420236838e-10,"2_5",8.54316300873834e-10,"yes","positive"
"c28.2L.1_5",0.031272,0.00324986818181819,0,"2_5",0,"yes","positive"
"c20.3L.1_5",0.0105356727272727,0.0017841818181818,2.37253432712538e-12,"2_5",3.20683211248815e-12,"yes","positive"
"c21.3L.1_5",0.00858229999999999,0.000505572727272714,4.78780797049467e-17,"2_5",7.18171195574201e-17,"yes","positive"
"c27.2R.1_5",0.00992663181818181,0.0011113136363636,2.48910521519878e-20,"2_5",4.13729650634392e-20,"yes","positive"
"c14.X.1_5",0.0169608454545455,0.00175818181818181,1.87859697418575e-11,"2_5",2.40695237317549e-11,"yes","positive"
"c22.3L.1_5",0.0172509,0.00152244090909091,1.77474081843127e-248,"2_5",2.42547911852274e-247,"yes","positive"
"c29.2L.1_5",0.0200101818181818,0.00382628318181818,1.37622732209124e-46,"2_5",3.5265825128588e-46,"yes","positive"
"c15.X.1_5",0.00965179090909091,0.00141593636363636,6.55896264041065e-42,"2_5",1.58186746033433e-41,"yes","positive"
"c20.3R.1_5",0.0136151090909091,0.000791404545454559,5.46033086182963e-164,"2_5",4.79729068575032e-163,"yes","positive"
"c30.2L.1_5",0.011273369090909,0.00377107727272728,1.23095596332041e-07,"2_5",1.4150241447515e-07,"yes","positive"
"c16.X.1_5",0.020134,0.00224984545454545,4.72167688148426e-89,"2_5",1.93588752140855e-88,"yes","positive"
"c21.3R.1_5",0.0175252272727273,0.000954540909090897,3.03785616033323e-294,"2_5",5.33794725315696e-293,"yes","positive"
"c31.2L.1_5",0.0122857727272727,0.00364732727272727,1.04121650664084e-38,"2_5",2.37165982068191e-38,"yes","positive"
"c22.3R.1_5",0.0146451818181819,0.000724000000000002,9.03663607490492e-116,"2_5",4.44602494885322e-115,"yes","positive"
"c23.3R.1_5",0.0149566090909091,0.00143036363636365,2.34228527905597e-105,"2_5",1.06704107156994e-104,"yes","positive"
"c24.3R.1_5",0.0123675036363636,0.000584581818181814,1.88802489570249e-34,"2_5",3.93605190121028e-34,"yes","positive"
"c25.3R.1_5",0.0172311818181818,0.00122059999999999,0,"2_5",0,"yes","positive"
"c26.3R.1_5",0.0114432727272727,0.00124181818181818,3.68349614972199e-20,"2_5",6.04093368554406e-20,"yes","positive"
"c27.3R.1_5",0.0180736136363637,0.00102662272727275,2.12098027251338e-122,"2_5",1.18582078872339e-121,"yes","positive"
