"cluster","median.target","median.matched","pval","comparison","FDR","significant","cluster.dynamics"
"c24.2R.1_5",0.00316894333333333,0.000287931666666664,0.145764210108058,"4_5",0.208476719108036,"no","neutral"
"c12.X.1_5",-0.00325570833333333,0.00077541166666667,0.0451394598125044,"4_5",0.0730546520649742,"no","neutral"
"c26.2L.1_5",-0.000779573333333339,0.00173229999999999,0.179771521626648,"4_5",0.248448282697502,"no","neutral"
"c13.X.1_5",-0.00314539,9.33566666666552e-05,0.730823224586444,"4_5",0.817193242037569,"no","neutral"
"c19.3L.1_5",0.002682658,-0.000164009999999999,0.0226810020680615,"4_5",0.0383307316226755,"yes","positive"
"c17.3R.1_5",0.00696423333333329,0.00343417,0.00016580981986703,"4_5",0.00049742945960109,"yes","positive"
"c18.3R.1_5",0.00105283666666666,-1.9033333333307e-05,0.0573947939461974,"4_5",0.0897209507083412,"no","neutral"
"c25.2R.1_5",0.008857985,0.00126155666666667,0.00513307649372404,"4_5",0.0108856622194493,"yes","positive"
"c26.2R.1_5",0.00689907999999997,0.000121026666666651,3.18416012136218e-88,"4_5",3.91651694927548e-86,"yes","positive"
"c27.2L.1_5",0.0114467,-0.000344140000000007,1.62258445492178e-30,"4_5",3.32629813258965e-29,"yes","positive"
"c19.3R.1_5",-0.00315361666666669,0.00393141666666666,0.0193340740649707,"4_5",0.0339727301427342,"no","neutral"
"c28.2L.1_5",-0.001005815,0.000598201666666664,0.00242124159645268,"4_5",0.00537547309507138,"yes","negative"
"c20.3L.1_5",0.00034666333333333,-0.00115169999999998,0.193026841954048,"4_5",0.260904412751076,"no","neutral"
"c21.3L.1_5",-0.00270117,-0.00131104999999997,0.00522639844048072,"4_5",0.0108957120030361,"yes","negative"
"c27.2R.1_5",0.000582283333333378,9.06333333333675e-05,0.0112638958110257,"4_5",0.0209918058296388,"yes","positive"
"c14.X.1_5",-0.00130683333333331,0.000712349999999973,0.455973115784705,"4_5",0.555293992490284,"no","neutral"
"c22.3L.1_5",0.00153178833333333,0.000862431666666677,0.542103169517608,"4_5",0.641141248564094,"no","neutral"
"c29.2L.1_5",-0.00900697833333335,0.00116544999999998,1.12197574255193e-05,"4_5",3.94294332382535e-05,"yes","negative"
"c15.X.1_5",0.00135399,0.00162800666666667,0.057625651267959,"4_5",0.0897209507083412,"no","neutral"
"c20.3R.1_5",-0.00227387666666667,-0.000411076666666677,0.490503438117617,"4_5",0.585746824159873,"no","neutral"
"c30.2L.1_5",0.00168587166666664,-0.000422073333333336,0.944191778914535,"4_5",0.944191778914535,"no","neutral"
"c16.X.1_5",-0.00308181666666668,0.00146397833333335,3.58776438548335e-06,"4_5",1.37904693567016e-05,"yes","negative"
"c21.3R.1_5",0.00320993500000001,0.000978253333333333,6.78386618483046e-05,"4_5",0.000225517713711932,"yes","positive"
"c31.2L.1_5",-0.00319946666666668,0.000312692666666666,0.0110448225123963,"4_5",0.0209002026003807,"yes","negative"
"c22.3R.1_5",-0.00278389999999995,0.000178833333333336,0.894320524434385,"4_5",0.909102681863053,"no","neutral"
"c23.3R.1_5",0.00896937666666666,7.86833333333362e-05,0.175459771182955,"4_5",0.245244907448903,"no","neutral"
"c24.3R.1_5",-0.00667755966666667,-0.00031888,8.10598907979659e-08,"4_5",3.56084520291065e-07,"yes","negative"
"c25.3R.1_5",-0.00596858566666667,0.000564500000000023,4.16929441572612e-43,"4_5",1.70941071044771e-41,"yes","negative"
"c26.3R.1_5",-0.000615735333333332,0.00100758666666666,0.851251803825039,"4_5",0.878340984108714,"no","neutral"
"c27.3R.1_5",0.0101712966666667,0.000908106666666668,1.91900699133878e-14,"4_5",1.18018929967335e-13,"yes","positive"
"c1.2L.1_5",0.0176684,0.00377193999999999,2.1548150397316e-08,"2_5",2.73239432873182e-08,"yes","positive"
"c1.3R.1_5",0.01269698,-0.000582780000000001,6.95395297727121e-22,"2_5",1.17169344685529e-21,"yes","positive"
"c1.X.1_5",0.0190952,0.00264442,1.91389516889433e-93,"2_5",9.80871274058344e-93,"yes","positive"
"c1.3L.1_5",0.0194888868,-0.000783690000000001,1.02504494529415e-99,"2_5",5.48176209874698e-99,"yes","positive"
"c1.2R.1_5",0.02185182,0.00207949999999999,5.7641075125066e-270,"2_5",8.8623153004789e-269,"yes","positive"
"c2.3L.1_5",0.0139866,0.00021927,0.00496181620041548,"2_5",0.00504382969133144,"yes","positive"
"c2.3R.1_5",0.0246763,0.00102284,7.15221836149221e-265,"2_5",9.77469842737269e-264,"yes","positive"
"c3.3L.1_5",0.00594448,0.000918519999999999,3.31903069343479e-76,"2_5",1.23709325846206e-75,"yes","positive"
"c2.X.1_5",0.00396146,0.00239834,0.0223591063781372,"2_5",0.0225423777418924,"yes","positive"
"c2.2L.1_5",0.0148328,0.00485496000000001,5.02545638818851e-08,"2_5",6.18131135747187e-08,"yes","positive"
"c3.X.1_5",0.00916325999999999,0.0014318,1.62853202261596e-13,"2_5",2.32917952071818e-13,"yes","positive"
"c3.2L.1_5",0.02312194,0.00328300000000001,7.74406279499449e-29,"2_5",1.58753287297387e-28,"yes","positive"
"c4.2L.1_5",0.01758798,0.00438094,3.22277939149951e-41,"2_5",7.9280373030888e-41,"yes","positive"
"c5.2L.1_5",0.024728,0.00439434000000001,2.09782669815052e-114,"2_5",1.22872706605959e-113,"yes","positive"
"c4.X.1_5",0.013351,0.00358087000000001,1.06259522606943e-27,"2_5",2.14261004600885e-27,"yes","positive"
"c2.2R.1_5",0.03291322,0.001616862,4.52643897784829e-219,"2_5",5.06138176613945e-218,"yes","positive"
"c6.2L.1_5",0.01319424,0.00694160000000001,0.000463621306375725,"2_5",0.000487396757984737,"yes","positive"
"c5.X.1_5",0.026941,0.00262484,9.76393466742961e-49,"2_5",2.61079122629096e-48,"yes","positive"
"c7.2L.1_5",0.04413076,0.00357292000000001,1.94925601063228e-35,"2_5",4.35924526014128e-35,"yes","positive"
"c3.2R.1_5",0.00890342000000001,0.00198126000000001,2.33587713359083e-08,"2_5",2.93176415746604e-08,"yes","positive"
"c3.3R.1_5",0.01378524,0.00019214,1.51560386388753e-131,"2_5",9.81154080306138e-131,"yes","positive"
"c4.2R.1_5",0.0040034,0.000512932000000005,4.2071323853447e-06,"2_5",4.8818611641264e-06,"yes","positive"
"c8.2L.1_5",0.00993088,0.00325862,1.2646204461613e-27,"2_5",2.50884378835226e-27,"yes","positive"
"c6.X.1_5",0.0116649,7.03899999999947e-05,6.16108113514885e-15,"2_5",9.13027686293143e-15,"yes","positive"
"c5.2R.1_5",0.0316611,0.0022482,1.4979735142083e-69,"2_5",5.4191394778712e-69,"yes","positive"
"c6.2R.1_5",0.027872,0.00367760000000003,1.04777738095982e-05,"2_5",1.18235429227576e-05,"yes","positive"
"c7.2R.1_5",0.0276712,0.000569820000000001,6.19269557579689e-22,"2_5",1.05791882753197e-21,"yes","positive"
"c8.2R.1_5",0.0365246,0.002079866,1.00740811904664e-56,"2_5",3.02222435713992e-56,"yes","positive"
"c9.2L.1_5",0.01908943,0.00314236000000001,3.89778107358969e-32,"2_5",8.26598400088848e-32,"yes","positive"
"c9.2R.1_5",0.0359707,0.00147747000000002,5.98136532145867e-55,"2_5",1.71094868497539e-54,"yes","positive"
"c10.2R.1_5",0.0330007999999999,0.00179918,1.42097605748367e-122,"2_5",8.73900275352457e-122,"yes","positive"
"c4.3R.1_5",0.00873937999999998,0.002045171,1.85710550838658e-06,"2_5",2.21770851972378e-06,"yes","positive"
"c10.2L.1_5",0.03247653,0.00311499,4.90504950439265e-19,"2_5",7.63697581063666e-19,"yes","positive"
"c11.2L.1_5",0.02694768,0.0019854,1.44039532087107e-24,"2_5",2.56766122416147e-24,"yes","positive"
"c12.2L.1_5",0.0282496000000001,0.00433700000000001,4.25296049031523e-52,"2_5",1.18889577342903e-51,"yes","positive"
"c11.2R.1_5",0.02386803,0.00298532000000001,1.73887302150335e-42,"2_5",4.36492615601861e-42,"yes","positive"
"c4.3L.1_5",0.0160478,0.000284800000000002,2.5428634563357e-78,"2_5",1.00894259719126e-77,"yes","positive"
"c5.3R.1_5",0.01448702,0.00101617,1.81589618409135e-78,"2_5",7.44517435477453e-78,"yes","positive"
"c13.2L.1_5",0.01409706,0.00236900000000007,5.59675133278069e-10,"2_5",7.4021549885164e-10,"yes","positive"
"c12.2R.1_5",0.01904384,0.00182791,5.1884997116721e-44,"2_5",1.32955305111598e-43,"yes","positive"
"c14.2L.1_5",0.01062472,0.00394505,2.410523868816e-27,"2_5",4.63272556038075e-27,"yes","positive"
"c6.3R.1_5",0.01056112,0.00284191,1.4562928248265e-14,"2_5",2.10734138180776e-14,"yes","positive"
"c15.2L.1_5",0.02406666,0.0039399,5.24290606830065e-06,"2_5",5.97108746667574e-06,"yes","positive"
"c7.3R.1_5",0.02581346,0.001721,5.0151170559118e-41,"2_5",1.20952823113167e-40,"yes","positive"
"c8.3R.1_5",0.02150157,0.00105461999999999,4.68500425145279e-35,"2_5",1.02902771951552e-34,"yes","positive"
"c16.2L.1_5",0.0213541,0.00328920000000001,2.63642071695242e-190,"2_5",2.49445960142421e-189,"yes","positive"
"c7.X.1_5",-0.00613039999999998,0.00241060000000004,2.22975281255221e-22,"2_5",3.86281121047777e-22,"yes","negative"
"c9.3R.1_5",0.01094536,0.00165176,3.49222003091608e-21,"2_5",5.72724085070237e-21,"yes","positive"
"c5.3L.1_5",-0.00129408,0.00159914,0.599678557461096,"2_5",0.599678557461096,"no","neutral"
"c13.2R.1_5",0.0308308,0.00326000000000004,5.86024763202616e-66,"2_5",1.94813637497086e-65,"yes","positive"
"c8.X.1_5",0.00642224999999997,0.00180479,1.50311049162143e-05,"2_5",1.66560892314807e-05,"yes","positive"
"c14.2R.1_5",0.02136351,0.00168020000000001,1.00106988756382e-80,"2_5",4.24591710932241e-80,"yes","positive"
"c10.3R.1_5",0.029052,0.000997919999999999,3.898539697865e-156,"2_5",2.99700239273372e-155,"yes","positive"
"c6.3L.1_5",0.01029288,0.00327517,4.13752397729412e-06,"2_5",4.84681380197311e-06,"yes","positive"
"c17.2L.1_5",0.019408,0.00344324,1.46121255487682e-25,"2_5",2.72316885227044e-25,"yes","positive"
"c9.X.1_5",0.004712242,0.00124376,0.00107542926082502,"2_5",0.00112099829730066,"yes","positive"
"c11.3R.1_5",0.01614966,0.0019484,5.66693747442898e-11,"2_5",7.74481454838627e-11,"yes","positive"
"c7.3L.1_5",0.0180354,-5.07800000000003e-05,9.8614544669453e-241,"2_5",1.21295889943427e-239,"yes","positive"
"c18.2L.1_5",0.02452242,0.0039284,0,"2_5",0,"yes","positive"
"c15.2R.1_5",0.0424074,0.000877199999999995,6.35018987145852e-33,"2_5",1.37030413015684e-32,"yes","positive"
"c12.3R.1_5",0.00514984,-0.000576000000000021,0.000295739558657951,"2_5",0.000313585911335586,"yes","positive"
"c19.2L.1_5",0.02613768,0.00368586000000001,8.06532384728006e-91,"2_5",3.81551858929018e-90,"yes","positive"
"c20.2L.1_5",0.0213186,0.00392059999999994,7.5263221393018e-285,"2_5",1.85147524626824e-283,"yes","positive"
"c16.2R.1_5",0.0139676,0.00260339999999992,4.92231521946702e-38,"2_5",1.16431686922008e-37,"yes","positive"
"c8.3L.1_5",0.01382674,0.00366740000000002,5.57727310924659e-09,"2_5",7.22110097302453e-09,"yes","positive"
"c10.X.1_5",0.00811420000000007,-0.00269748,5.59284847822681e-07,"2_5",6.74431728256762e-07,"yes","positive"
"c11.X.1_5",0.0128062,0.000719009999999996,1.85978949226198e-09,"2_5",2.4335543356194e-09,"yes","positive"
"c9.3L.1_5",0.00326739999999992,0.00117063999999999,0.00211832385367399,"2_5",0.0021895280168227,"yes","positive"
"c17.2R.1_5",0.01845399,0.00303110999999995,6.4252156939152e-13,"2_5",9.08392563622494e-13,"yes","positive"
"c10.3L.1_5",0.0192844000000001,0.0015785,1.43671364197695e-22,"2_5",2.5245111137595e-22,"yes","positive"
"c11.3L.1_5",0.01455978,0.00117186,5.88549650978362e-51,"2_5",1.60870237934086e-50,"yes","positive"
"c18.2R.1_5",0.02025466,0.00161928,2.46836652031525e-10,"2_5",3.33636353844809e-10,"yes","positive"
"c13.3R.1_5",0.02220475,-0.00315804,1.77353318202844e-12,"2_5",2.47891569760793e-12,"yes","positive"
"c19.2R.1_5",0.0116296,0.00377742000000001,0.000113851743447908,"2_5",0.000122840038983269,"yes","positive"
"c21.2L.1_5",0.02465105,0.00272236,2.4586648729189e-160,"2_5",2.0161051957935e-159,"yes","positive"
"c20.2R.1_5",0.0106713,0.00375666,6.79627109296208e-09,"2_5",8.70772233785766e-09,"yes","positive"
"c14.3R.1_5",0.00870176,0.000662140000000006,7.38016572633178e-67,"2_5",2.52155662316336e-66,"yes","positive"
"c12.3L.1_5",0.01315853,-0.00139470000000003,2.80473066809124e-10,"2_5",3.74980295842633e-10,"yes","positive"
"c13.3L.1_5",0.01058344,0.00101787600000001,3.28521755802242e-16,"2_5",4.92782633703363e-16,"yes","positive"
"c22.2L.1_5",0.02229966,0.00657342,1.7402398362234e-48,"2_5",4.55424467777613e-48,"yes","positive"
"c21.2R.1_5",0.02590274,0.000864840000000005,9.06599391291624e-82,"2_5",3.98256161174535e-81,"yes","positive"
"c14.3L.1_5",0.01015138,0.00135116,3.94098444516974e-05,"2_5",4.3280454174632e-05,"yes","positive"
"c23.2L.1_5",0.0161911,0.00502367,2.53756096656311e-77,"2_5",9.75374996522696e-77,"yes","positive"
"c15.3L.1_5",0.00928934,-0.00359633999999999,2.93940775390011e-08,"2_5",3.65199145181529e-08,"yes","positive"
"c16.3L.1_5",0.01575665,0.000226399999999993,1.81696766031908e-27,"2_5",3.54741305109916e-27,"yes","positive"
"c24.2L.1_5",0.02840776,0.003097486,1.54918088555658e-18,"2_5",2.35245986325258e-18,"yes","positive"
"c17.3L.1_5",0.0102498,0.000782199999999983,1.38184667529747e-07,"2_5",1.68284298080781e-07,"yes","positive"
"c25.2L.1_5",0.0214158,0.00334378999999996,0,"2_5",0,"yes","positive"
"c18.3L.1_5",0.0219654,-0.000114260000000005,4.25719243704315e-68,"2_5",1.49609905644659e-67,"yes","positive"
"c22.2R.1_5",0.0221045,-0.000598689999999978,4.28346331733946e-19,"2_5",6.75469215426607e-19,"yes","positive"
"c23.2R.1_5",0.0319706,0.00248619999999999,3.38754135570809e-55,"2_5",9.92065682743083e-55,"yes","positive"
"c15.3R.1_5",0.0226864,0.00153460000000005,1.288979189755e-05,"2_5",1.44131309399877e-05,"yes","positive"
"c16.3R.1_5",0.01006667,0.00089011999999998,4.40450396696536e-57,"2_5",1.35438496984185e-56,"yes","positive"
"c24.2R.1_5",0.0344302,-0.00259528999999999,1.52983089857568e-18,"2_5",2.35211500656011e-18,"yes","positive"
"c12.X.1_5",0.0102521,0.00187616,4.6014795947683e-05,"2_5",5.00869017837611e-05,"yes","positive"
"c26.2L.1_5",0.02025952,0.00377143,1.00001185729827e-64,"2_5",3.23688048546545e-64,"yes","positive"
"c13.X.1_5",0.00440364,0.00188199999999999,3.40166927607217e-06,"2_5",4.02312808612382e-06,"yes","positive"
"c19.3L.1_5",0.019752333,0.00065474,6.00258108710217e-93,"2_5",2.95326989485427e-92,"yes","positive"
"c17.3R.1_5",0.02994607,0.00425558,2.45828709201914e-27,"2_5",4.65183557412853e-27,"yes","positive"
"c18.3R.1_5",0.01751564,0.000664300000000007,3.93648576536833e-36,"2_5",8.96643979889453e-36,"yes","positive"
"c25.2R.1_5",0.0162169,0.00137945999999999,1.28478504915753e-14,"2_5",1.88129239340924e-14,"yes","positive"
"c26.2R.1_5",0.01479575,0.001568621,2.96302816802878e-277,"2_5",6.074207744459e-276,"yes","positive"
"c27.2L.1_5",0.03252256,0.00265860000000001,1.11711571784558e-64,"2_5",3.52321111012837e-64,"yes","positive"
"c19.3R.1_5",0.0219751,0.00448765000000001,4.65653937232139e-06,"2_5",5.35284432519188e-06,"yes","positive"
"c28.2L.1_5",0.0539039,0.00307720000000003,0,"2_5",0,"yes","positive"
"c20.3L.1_5",0.0146976,0.000959159999999997,2.17389819471951e-11,"2_5",3.00437615674719e-11,"yes","positive"
"c21.3L.1_5",0.0120695,-0.00159880000000002,1.19393364495638e-24,"2_5",2.15961526955345e-24,"yes","positive"
"c27.2R.1_5",0.01010875,0.00119814,1.32610072112727e-19,"2_5",2.11831673634616e-19,"yes","positive"
"c14.X.1_5",0.0103699,0.0014562,0.000149558109411681,"2_5",0.000159962151805537,"yes","positive"
"c22.3L.1_5",0.01809876,0.00125855999999999,5.44091227823135e-173,"2_5",4.78023007301754e-172,"yes","positive"
"c29.2L.1_5",0.04178137,0.00643967999999999,5.47880561309564e-84,"2_5",2.49590033485468e-83,"yes","positive"
"c15.X.1_5",0.0120031,0.00152428,9.35286434406133e-37,"2_5",2.1705704043765e-36,"yes","positive"
"c20.3R.1_5",0.023228,0.000607099999999943,4.28784640899133e-216,"2_5",4.39504256921611e-215,"yes","positive"
"c30.2L.1_5",0.00901940000000001,0.005036176,0.00246233916071758,"2_5",0.00252389763973552,"yes","positive"
"c16.X.1_5",0.01252871,0.0024084,3.34064287279461e-21,"2_5",5.55269018045591e-21,"yes","positive"
"c21.3R.1_5",0.0280984,0.00119225,0,"2_5",0,"yes","positive"
"c31.2L.1_5",0.0124028,0.004066554,1.11367801841852e-30,"2_5",2.32173552992336e-30,"yes","positive"
"c22.3R.1_5",0.02294622,0.000953800000000005,2.26135631850171e-135,"2_5",1.54526015097617e-134,"yes","positive"
"c23.3R.1_5",0.020608946,0.0011736,7.12217963231358e-114,"2_5",3.98194588533896e-113,"yes","positive"
"c24.3R.1_5",0.00956162,-0.000241253,3.92630461299017e-20,"2_5",6.35441404470778e-20,"yes","positive"
"c25.3R.1_5",0.01991118,0.00124294,1.2860875030217e-273,"2_5",2.25983946959527e-272,"yes","positive"
"c26.3R.1_5",0.01979248,0.000696519999999999,3.21405439883055e-25,"2_5",5.90042822471877e-25,"yes","positive"
"c27.3R.1_5",0.03062217,0.000666049999999998,2.86230445661901e-144,"2_5",2.07096145978905e-143,"yes","positive"
